cluster	n_atoms	BE_per_atom	E_cluster	BE_category	size_category	energy_category	stability_index	size_efficiency	structural_category	density_category	compactness	be_rank	size_rank	efficiency_rank
C-97510-5923-1311	240	-7.331869438953566	-9.151334651143992	Low	Very Large	Medium E	0.22844299782724226	-1.3367622407649267	Intermediate	Low Density	10.291574252255941	1240.0	2616.0	1240.0
C-97510-5923-1312	240	-7.333352817730129	-8.795323744769028	Very Low	Very Large	Medium E	0.18658935280435499	-1.3370326935810564	Intermediate	Low Density	9.861928218486826	2973.0	2616.0	2973.0
C-97510-5923-1313	240	-7.334390715419934	-8.546228299215825	Very Low	Very Large	Medium E	0.157304990532533	-1.337221925325165	Linear	Low Density	10.21955291191428	4013.0	2616.0	4012.0
C-97510-5923-1314	240	-7.3298886075924194	-9.626734177819438	Low	Very Large	Medium E	0.2843323053659126	-1.3364010913212614	Spherical	Low Density	10.340753150845991	881.0	2616.0	881.0
C-97510-5923-1315	240	-7.334036389358917	-8.631266553859799	Very Low	Very Large	Medium E	0.16730232729808342	-1.3371573238339314	Intermediate	Low Density	10.094394458257618	3611.0	2616.0	3611.0
C-97510-5923-1316	240	-7.334622698640289	-8.490552326330608	Very Low	Very Large	Medium E	0.15075956632300372	-1.3372642210059655	Linear	Low Density	10.281351624816155	4248.0	2616.0	4247.0
C-97510-5923-1317	240	-7.332699805046177	-8.952046788917384	Low	Very Large	Medium E	0.20501415535740433	-1.3369136349008774	Intermediate	Low Density	10.281601413500336	2100.0	2616.0	2100.0
C-97510-5923-1318	240	-7.336519271476424	-8.035374845658106	Very Low	Very Large	Medium E	0.09724761947718855	-1.337610008253722	Intermediate	Low Density	10.576373817236638	5133.0	2616.0	5132.0
C-97510-5923-132	240	-7.335186154703053	-8.355322871267202	Very Low	Very Large	Medium E	0.134861610649422	-1.3373669515299205	Intermediate	Low Density	10.27624952659485	4786.0	2616.0	4785.0
C-97510-5923-1320	240	-7.332565071237189	-8.984382903074366	Low	Very Large	Medium E	0.20881568002733922	-1.3368890699423892	Spherical	Low Density	10.102871739899761	1846.0	2616.0	1846.0
C-97510-5923-1321	240	-7.328895195508291	-9.865153078010223	Low	Very Large	Medium E	0.31236150288950576	-1.3362199702886737	Linear	Low Density	10.517150645669235	717.0	2616.0	717.0
C-97510-5923-1322	240	-7.323597530320517	-11.13659272307594	Medium	Very Large	Low E	0.4618355291614855	-1.3352540885519357	Linear	Low Density	10.020814907764777	242.0	2616.0	242.0
C-97510-5923-1323	240	-7.333272088118799	-8.814698851488103	Very Low	Very Large	Medium E	0.18886714492919476	-1.3370179747842972	Spherical	Low Density	10.348374997928225	2812.0	2616.0	2812.0
C-97510-5923-1324	240	-7.3327664057882	-8.936062610832021	Low	Very Large	Medium E	0.20313501035484582	-1.3369257776917283	Linear	Low Density	10.529079524391017	2245.0	2616.0	2245.0
C-97510-5923-1326	240	-7.335134457780271	-8.367730132734815	Very Low	Very Large	Medium E	0.13632024325837264	-1.3373575260355204	Spherical	Low Density	10.110918411380915	4729.0	2616.0	4728.0
C-97510-5923-1327	240	-7.335202663908015	-8.351360662076594	Very Low	Very Large	Medium E	0.13439580217556574	-1.3373699615237564	Linear	Low Density	10.392083363827945	4799.0	2616.0	4798.0
C-97510-5923-1328	240	-7.328806183556574	-9.886515946422476	Low	Very Large	Medium E	0.31487298187843205	-1.3362037414377614	Spherical	Low Density	10.161888400097546	595.0	2616.0	595.0
C-97510-5923-1329	240	-7.334565883564194	-8.504187944593433	Very Low	Very Large	Medium E	0.1523626080170161	-1.3372538623588206	Intermediate	Low Density	10.393200425496635	4236.0	2616.0	4235.0
C-97510-5923-1330	240	-7.335224330437733	-8.34616069494397	Very Low	Very Large	Medium E	0.13378447939135418	-1.3373739118121595	Intermediate	Low Density	10.341267424155937	4834.0	2616.0	4833.0
C-97510-5923-1331	240	-7.337026415563295	-7.913660264809412	Very Low	Very Large	Medium E	0.08293851048713749	-1.3377024718568453	Linear	Low Density	10.219428076793703	5177.0	2616.0	5176.0
C-97510-5923-1332	240	-7.337387027619918	-7.827113371219719	Very Low	Very Large	Medium E	0.07276381387738672	-1.337768219424348	Linear	Low Density	10.263713895024095	5198.0	2616.0	5197.0
C-97510-5923-1333	240	-7.333282327237163	-8.812241463080671	Very Low	Very Large	Medium E	0.1885782474256585	-1.337019841602429	Linear	Medium Density	10.79130179619536	2842.0	2616.0	2842.0
C-97510-5923-1334	240	-7.334440859851639	-8.534193635606705	Very Low	Very Large	Medium E	0.15589016157744537	-1.3372310677660453	Linear	Low Density	10.583280665658936	4172.0	2616.0	4171.0
C-97510-5923-1335	240	-7.332113852136396	-9.092675487265172	Low	Very Large	Medium E	0.22154686128093712	-1.3368068027032798	Linear	Low Density	10.125469301575215	1355.0	2616.0	1355.0
C-97510-5923-1336	240	-7.335224341723913	-8.346157986260817	Very Low	Very Large	Medium E	0.13378416095092718	-1.3373739138698801	Intermediate	Low Density	10.357402999024542	4837.0	2616.0	4836.0
C-97510-5923-1337	240	-7.334672048855318	-8.478708274723575	Very Low	Very Large	Medium E	0.14936714625183328	-1.3372732186435494	Intermediate	Low Density	10.445666800093566	4337.0	2616.0	4336.0
C-97510-5923-134	240	-7.336519236625437	-8.035383209895242	Very Low	Very Large	Medium E	0.09724860280043748	-1.3376100018996149	Spherical	Low Density	10.638951927556947	5124.0	2616.0	5123.0
C-97510-5923-1341	240	-7.330732363079159	-9.424232861001917	Low	Very Large	Medium E	0.26052568012219274	-1.336554926640412	Intermediate	Low Density	10.573603953055004	1021.0	2616.0	1021.0
C-97510-5923-1342	240	-7.332508669737359	-8.997919263033904	Low	Very Large	Medium E	0.21040705263557935	-1.3368787866993603	Intermediate	Medium Density	10.797678131250828	1522.0	2616.0	1522.0
C-97510-5923-1343	240	-7.326825788681284	-10.36181071649178	Low	Very Large	Low E	0.3707499739354365	-1.3358426715751386	Intermediate	Low Density	10.350511570575572	392.0	2616.0	392.0
C-97510-5923-1344	240	-7.333372839385886	-8.790518547387416	Very Low	Very Large	Medium E	0.18602444026409393	-1.337036343972493	Intermediate	Low Density	10.462676428417717	2983.0	2616.0	2983.0
C-97510-5923-1345	240	-7.328895217672556	-9.86514775858648	Low	Very Large	Medium E	0.31236087752308017	-1.33621997432971	Intermediate	Low Density	10.54731506273375	738.0	2616.0	738.0
C-97510-5923-1346	240	-7.334414555896711	-8.54050658478928	Very Low	Very Large	Medium E	0.15663232966670762	-1.3372262719722816	Spherical	Low Density	10.343116351194736	4099.0	2616.0	4098.0
C-97510-5923-1347	240	-7.3288951318213185	-9.865168362883464	Low	Very Large	Medium E	0.3123632998222694	-1.3362199586771275	Linear	Low Density	10.247701727656903	642.0	2616.0	642.0
C-97510-5923-1349	240	-7.33413248559448	-8.608203457324755	Very Low	Very Large	Medium E	0.1645909647015398	-1.3371748443067453	Linear	Low Density	9.882847472850221	3782.0	2616.0	3781.0
C-97510-5923-135	240	-7.322934181402514	-11.29579646339646	Medium	Very Large	Low E	0.4805519693445689	-1.3351331453472837	Intermediate	Low Density	10.675226600692444	136.0	2616.0	136.0
C-97510-5923-1350	240	-7.332766423389738	-8.936058386463	Low	Very Large	Medium E	0.20313451372611205	-1.3369257809008785	Linear	Low Density	10.076586000732458	2267.0	2616.0	2267.0
C-97510-5923-1351	240	-7.335766544193809	-8.216029393485869	Very Low	Very Large	Medium E	0.11848587701692041	-1.3374727693929687	Spherical	Low Density	10.116145635530241	5052.0	2616.0	5051.0
C-97510-5923-1352	240	-7.335611464991122	-8.25324840213055	Very Low	Very Large	Medium E	0.12286144851775845	-1.3374444950184445	Spherical	Low Density	10.504039068715478	5035.0	2616.0	5034.0
C-97510-5923-1353	240	-7.329976070761567	-9.605743017223912	Low	Very Large	Medium E	0.2818645253950093	-1.3364170377947968	Linear	Low Density	10.282988682079523	912.0	2616.0	912.0
C-97510-5923-1355	240	-7.323597501026624	-11.13659975361026	Medium	Very Large	Low E	0.46183635569089493	-1.3352540832110102	Linear	Low Density	10.430663198500147	236.0	2616.0	236.0
C-97510-5923-1358	240	-7.333188845391585	-8.834677106019615	Very Low	Very Large	Medium E	0.19121584480991005	-1.3370027977908328	Intermediate	Low Density	10.28685567078594	2546.0	2616.0	2546.0
C-97510-5923-1359	240	-7.332565023165108	-8.984394440374029	Low	Very Large	Medium E	0.20881703638477356	-1.3368890611777835	Intermediate	Low Density	10.003140325877247	1664.0	2616.0	1664.0
C-97510-5923-136	240	-7.32383276265989	-11.0801369616263	Medium	Very Large	Low E	0.45519843081169165	-1.3352969766191196	Linear	Low Density	10.195107513426144	258.0	2616.0	258.0
C-97510-5923-1360	240	-7.328895091257211	-9.865178098269212	Low	Very Large	Medium E	0.3123644443416519	-1.336219951281392	Spherical	Low Density	10.216154997817695	616.0	2616.0	616.0
C-97510-5923-1362	240	-7.332543360942075	-8.989593373901917	Low	Very Large	Medium E	0.20942823765552118	-1.3368851116745848	Intermediate	Low Density	10.424473521737278	1540.0	2616.0	1540.0
C-97510-5923-1363	240	-7.332327419668704	-9.041419279510984	Low	Very Large	Medium E	0.21552103711056567	-1.3368457407961385	Linear	Low Density	10.668624124587007	1463.0	2616.0	1463.0
C-97510-5923-1364	240	-7.3335736506411004	-8.742323846135765	Very Low	Very Large	Medium E	0.18035853542229316	-1.3370729563134145	Linear	Low Density	10.3744905926606	3200.0	2616.0	3200.0
C-97510-5923-1365	240	-7.332766280556309	-8.936092666485754	Low	Very Large	Medium E	0.20313854378216661	-1.33692575485918	Spherical	Low Density	10.066605631281586	2150.0	2616.0	2150.0
C-97510-5923-1366	240	-7.335480947542012	-8.284572589916998	Very Low	Very Large	Medium E	0.126544008272989	-1.3374206987957782	Linear	Low Density	10.67885662946929	4966.0	2616.0	4965.0
C-97510-5923-1368	240	-7.334640905082039	-8.486182780310557	Very Low	Very Large	Medium E	0.15024587018405092	-1.3372675404436714	Spherical	Low Density	10.567866325523237	4313.0	2616.0	4312.0
C-97510-5923-1369	240	-7.326825839430787	-10.36179853661107	Low	Very Large	Low E	0.37074854203436636	-1.3358426808278974	Intermediate	Low Density	10.299972119811276	396.0	2616.0	396.0
C-97510-5923-137	240	-7.332601402539852	-8.975663390435518	Low	Very Large	Medium E	0.20779058955896101	-1.3368956939438066	Intermediate	Low Density	10.551503948729444	1971.0	2616.0	1971.0
C-97510-5923-1370	240	-7.332630685273063	-8.96863553446468	Low	Very Large	Medium E	0.2069643750138285	-1.3369010328348478	Spherical	Low Density	10.50712721582256	2047.0	2616.0	2047.0
C-97510-5923-1372	240	-7.332766382500371	-8.936068199910673	Low	Very Large	Medium E	0.20313566742270003	-1.336925773445841	Spherical	Low Density	10.422954464872156	2211.0	2616.0	2211.0
C-97510-5923-1373	240	-7.33295612445375	-8.8905301311	Very Low	Very Large	Medium E	0.19778208377425627	-1.3369603676077908	Intermediate	Low Density	10.640613066388429	2396.0	2616.0	2396.0
C-97510-5923-1374	240	-7.331261908812442	-9.297141885013945	Low	Very Large	Medium E	0.24558450697452022	-1.3366514745599984	Linear	Low Density	10.54906143786638	1094.0	2616.0	1094.0
C-97510-5923-1375	240	-7.334104452321458	-8.614931442849976	Very Low	Very Large	Medium E	0.16538192563237689	-1.337169733219979	Spherical	Low Density	10.17396891858504	3768.0	2616.0	3767.0
C-97510-5923-1376	240	-7.334082721377834	-8.620146869319758	Very Low	Very Large	Medium E	0.16599506585980203	-1.337165771187494	Intermediate	Low Density	10.626891305366474	3733.0	2616.0	3732.0
C-97510-5923-1377	240	-7.332565023699649	-8.984394312084065	Low	Very Large	Medium E	0.20881702130265012	-1.3368890612752422	Linear	Low Density	10.695680954480535	1666.0	2616.0	1666.0
C-97510-5923-1379	240	-7.33256503598071	-8.984391364629609	Low	Very Large	Medium E	0.2088166747915907	-1.3368890635143518	Spherical	Low Density	10.469885134851358	1717.0	2616.0	1717.0
C-97510-5923-138	240	-7.331584942750976	-9.219613739765732	Low	Very Large	Medium E	0.2364700798252392	-1.3367103708040076	Linear	Low Density	10.167820802318461	1139.0	2616.0	1139.0
C-97510-5923-1380	240	-7.335795600853183	-8.209055795236086	Very Low	Very Large	Medium E	0.11766604116229606	-1.3374780670657407	Linear	Low Density	10.371902197071796	5061.0	2616.0	5060.0
C-97510-5923-1381	240	-7.334640860729069	-8.486193425023483	Very Low	Very Large	Medium E	0.15024712160647866	-1.3372675323571424	Linear	Low Density	10.432238259178803	4296.0	2616.0	4295.0
C-97510-5923-1382	240	-7.333513799999704	-8.756688000071106	Very Low	Very Large	Medium E	0.18204722582220162	-1.3370620442154604	Intermediate	Low Density	10.318107478850655	3159.0	2616.0	3159.0
C-97510-5923-1383	240	-7.335551533219085	-8.267632027419499	Very Low	Very Large	Medium E	0.12455242802487082	-1.3374335681285772	Intermediate	Low Density	10.7310307400256	5023.0	2616.0	5022.0
C-97510-5923-1384	240	-7.333664140026848	-8.7206063935565	Very Low	Very Large	Medium E	0.17780537051981402	-1.3370894545332839	Linear	Low Density	10.219178860014496	3340.0	2616.0	3340.0
C-97510-5923-1386	240	-7.332565018155083	-8.984395642779846	Low	Very Large	Medium E	0.208817177742993	-1.336889060264345	Linear	Low Density	10.243445034811577	1643.0	2616.0	1643.0
C-97510-5923-1387	240	-7.333352861956007	-8.795313130558055	Very Low	Very Large	Medium E	0.1865881049678409	-1.337032701644414	Intermediate	Low Density	10.419721200611779	2974.0	2616.0	2974.0
C-97510-5923-1389	240	-7.334081383075494	-8.620468061881398	Very Low	Very Large	Medium E	0.16603282616213288	-1.3371655271853267	Spherical	Low Density	10.109152592362042	3679.0	2616.0	3678.0
C-97510-5923-139	240	-7.332565049230951	-8.984388184571847	Low	Very Large	Medium E	0.20881630093503561	-1.3368890659301642	Linear	Low Density	10.584739826480968	1770.0	2616.0	1770.0
C-97510-5923-1390	240	-7.332601579453936	-8.975620931055293	Low	Very Large	Medium E	0.2077855979146153	-1.3368957261991639	Spherical	Low Density	10.083247893778086	2020.0	2616.0	2020.0
C-97510-5923-1391	240	-7.333372905201494	-8.790502751641506	Very Low	Very Large	Medium E	0.18602258327170543	-1.3370363559721365	Linear	Low Density	10.293737411391945	3036.0	2616.0	3036.0
C-97510-5923-1392	240	-7.335113985016918	-8.372643595939765	Very Low	Very Large	Medium E	0.13689788383376325	-1.3373537933971746	Spherical	Low Density	10.403290589596953	4696.0	2616.0	4695.0
C-97510-5923-1394	240	-7.3355032595558685	-8.279217706591472	Very Low	Very Large	Medium E	0.12591447310474224	-1.3374247667702404	Linear	Low Density	10.33237384260193	4975.0	2616.0	4974.0
C-97510-5923-1395	240	-7.335239568643106	-8.342503525654267	Very Low	Very Large	Medium E	0.13335453226759153	-1.3373766900746105	Spherical	Low Density	10.351847345974246	4870.0	2616.0	4869.0
C-97510-5923-1398	240	-7.333690852872537	-8.714195310591164	Very Low	Very Large	Medium E	0.17705166554661836	-1.3370943248768925	Linear	Low Density	10.063719477502776	3371.0	2616.0	3371.0
C-97510-5923-14	240	-7.32889509178817	-9.86517797083914	Low	Very Large	Medium E	0.31236442936059555	-1.3362199513781976	Linear	Low Density	10.572891922606644	617.0	2616.0	617.0
C-97510-5923-140	240	-7.333678093155222	-8.717257642746736	Very Low	Very Large	Medium E	0.17741168194129872	-1.3370919984977265	Spherical	Low Density	10.500230794830156	3363.0	2616.0	3363.0
C-97510-5923-1400	240	-7.328459748401103	-9.969660383735045	Low	Very Large	Medium E	0.3246476761437112	-1.3361405786334368	Spherical	Low Density	10.102688982838831	547.0	2616.0	547.0
C-97510-5923-1401	240	-7.333969446487077	-8.647332843101337	Very Low	Very Large	Medium E	0.16919112551945253	-1.3371451186652348	Intermediate	Low Density	10.462014500256839	3533.0	2616.0	3533.0
C-97510-5923-1402	240	-7.334364779544131	-8.552452909408414	Very Low	Very Large	Medium E	0.15803677324127186	-1.337217196640381	Spherical	Low Density	10.131640995753658	3897.0	2616.0	3896.0
C-97510-5923-1403	240	-7.331835930532915	-9.159376672100434	Low	Very Large	Medium E	0.2293884404649458	-1.3367561314374423	Intermediate	Low Density	9.9636252665171	1208.0	2616.0	1208.0
C-97510-5923-1404	240	-7.334081339513218	-8.620478516827706	Very Low	Very Large	Medium E	0.1660340552750768	-1.3371655192429586	Spherical	Low Density	10.418022020686255	3676.0	2616.0	3675.0
C-97510-5923-1405	240	-7.326831412058999	-10.36046110584021	Low	Very Large	Low E	0.3705913099054431	-1.3358436968414853	Linear	Low Density	10.17872948129017	404.0	2616.0	404.0
C-97510-5923-1406	240	-7.332565069084821	-8.98438341964296	Low	Very Large	Medium E	0.2088157407565678	-1.3368890695499647	Intermediate	Low Density	10.590857807043294	1840.0	2616.0	1840.0
C-97510-5923-1407	240	-7.332565043669826	-8.984389519241855	Low	Very Large	Medium E	0.20881645784259753	-1.336889064916248	Intermediate	Low Density	10.162917183270038	1751.0	2616.0	1751.0
C-97510-5923-1409	240	-7.333565422784351	-8.744298531755712	Very Low	Very Large	Medium E	0.1805906850263876	-1.3370714561928358	Intermediate	Low Density	10.283828494435745	3195.0	2616.0	3195.0
C-97510-5923-141	240	-7.334369550291597	-8.551307930016675	Very Low	Very Large	Medium E	0.15790216623861641	-1.3372180664533428	Spherical	Low Density	10.223895116120746	3913.0	2616.0	3912.0
C-97510-5923-1410	240	-7.33125714687297	-9.298284750487282	Low	Very Large	Medium E	0.24571886545897056	-1.336650606352929	Linear	Low Density	10.47343685779672	1082.0	2616.0	1082.0
C-97510-5923-1411	240	-7.332766422724984	-8.936058546003677	Low	Very Large	Medium E	0.20313453248218505	-1.3369257807796793	Linear	Low Density	10.710767241849311	2265.0	2616.0	2265.0
C-97510-5923-1412	240	-7.335106633741966	-8.374407901928253	Very Low	Very Large	Medium E	0.13710530061573728	-1.337352453096879	Intermediate	Low Density	10.217319790956404	4644.0	2616.0	4643.0
C-97510-5923-1413	240	-7.333271182077908	-8.81491630130207	Very Low	Very Large	Medium E	0.18889270894186352	-1.337017809592969	Intermediate	Medium Density	10.807793147896996	2783.0	2616.0	2783.0
C-97510-5923-1414	240	-7.333059045324338	-8.865829122158909	Very Low	Very Large	Medium E	0.19487816358132218	-1.3369791323627738	Linear	Low Density	10.398962779562275	2471.0	2616.0	2471.0
C-97510-5923-1415	240	-7.33126116581264	-9.297320204966407	Low	Very Large	Medium E	0.24560547077045805	-1.336651339094673	Intermediate	Low Density	10.122955522313491	1091.0	2616.0	1091.0
C-97510-5923-1416	240	-7.332733447055197	-8.943972706752767	Low	Very Large	Medium E	0.20406494351373763	-1.336919768584481	Spherical	Low Density	10.28548700061614	2111.0	2616.0	2111.0
C-97510-5923-1417	240	-7.33337293564841	-8.790495444381504	Very Low	Very Large	Medium E	0.18602172420965155	-1.3370363615232839	Linear	Low Density	9.912410881275294	3053.0	2616.0	3053.0
